1.130429450885855476e+04	3.962740398540100467e-05
1.130602437420934621e+04	3.636027844694397987e-05
1.130775423956014129e+04	2.815165073182787419e-05
1.130948410491093455e+04	2.655415834974564587e-05
1.131121397026172599e+04	3.233193923439624392e-05
1.131294383561251925e+04	3.851667087258820365e-05
1.131467370096331069e+04	4.443483888762656160e-05
1.131640356631410577e+04	5.422529542931987280e-05
1.131813343166489904e+04	5.327431353237068487e-05
1.131986329701569048e+04	4.747346579024499516e-05
1.132159316236648374e+04	4.371241801275440632e-05
1.132332302771727882e+04	2.020323297992099613e-05
1.132505289306807026e+04	1.408835153387136643e-05
1.132678275841886352e+04	1.381566716296522943e-05
1.132851262376965497e+04	1.419256743237057002e-05
1.133024248912045005e+04	1.120050534856412996e-05
1.133197235447124331e+04	7.508733901919199989e-07
1.133370221982203475e+04	-2.200470553162270923e-06
1.133543208517282801e+04	1.655332276966504229e-06
1.133716195052361945e+04	1.771674807479962010e-05
1.133889181587441453e+04	1.503030966703230195e-05
1.134062168122520779e+04	1.209901276894476303e-05
1.134235154657599924e+04	5.659422074755999566e-06
1.134408141192679250e+04	4.126859016039853556e-06
1.134581127727758758e+04	-1.373936181677338564e-05
1.134754114262837902e+04	-3.426146396182474553e-05
1.134927100797917228e+04	-4.014151472388301011e-05
1.135100087332996372e+04	-2.956013098997419946e-05
1.135273073868075699e+04	-1.478683461652318835e-05
1.135446060403155025e+04	5.419456413254619502e-06
1.135619046938234351e+04	1.130236674985077595e-05
1.135792033473313677e+04	1.951635413452242778e-05
1.135965020008392821e+04	3.145335377605942389e-05
1.136138006543472329e+04	2.878416996255572194e-05
1.136310993078551473e+04	2.982148706856959741e-05
1.136483979613630800e+04	3.511231289117238173e-05
1.136656966148710126e+04	3.740587766481898673e-05
1.136829952683789452e+04	2.849887216409490944e-05
1.137002939218868778e+04	3.217790714324442663e-05
1.137175925753947922e+04	3.434064090078693600e-05
1.137348912289027248e+04	3.223408873191956113e-05
1.137521898824106574e+04	3.844617014568123308e-05
1.137694885359185901e+04	3.894040961561616877e-05
1.137867871894265227e+04	4.267747819085115880e-05
